ID,contents,Required_BW,Source,Destinations
8419,12,79,4,1;0
8420,6,64,9,1;4
8421,3,50,4,10;5
8422,12,74,4,1;0
8423,9,73,9,10;0
8424,3,64,4,10;5
8425,14,53,0,5;7
8426,3,69,4,10;5
8427,14,53,0,5;7
8428,1,55,0,1;5
8429,14,53,0,5;7
8430,9,59,9,10;0
8431,6,80,9,1;4
8432,1,76,0,1;5
8433,9,57,9,10;0
8434,9,79,9,10;0
8435,6,61,9,1;4
8436,12,67,4,1;0
8437,1,73,0,1;5
8438,1,54,0,1;5
8439,14,80,0,5;7
8440,3,65,4,10;5
8441,9,54,9,10;0
8442,3,59,4,10;5
8443,3,67,4,10;5
8444,1,64,0,1;5
8445,9,76,9,10;0
8446,14,67,0,5;7
8447,14,68,0,5;7
8448,12,60,4,1;0
8449,14,78,0,5;7
8450,3,57,4,10;5
8451,12,73,4,1;0
8452,14,61,0,5;7
8453,12,73,4,1;0
8454,3,51,4,10;5
8455,3,55,4,10;5
8456,1,67,0,1;5
8457,9,52,9,10;0
8458,6,64,9,1;4
8459,14,69,0,5;7
8460,6,79,9,1;4
8461,1,58,0,1;5
8462,1,68,0,1;5
8463,3,52,4,10;5
8464,12,62,4,1;0
8465,12,59,4,1;0
8466,14,71,0,5;7
8467,1,73,0,1;5
8468,1,65,0,1;5
8469,9,74,9,10;0
8470,9,69,9,10;0
8471,3,79,4,10;5
8472,14,53,0,5;7
8473,3,73,4,10;5
8474,9,67,9,10;0
8475,12,74,4,1;0
8476,6,65,9,1;4
8477,6,74,9,1;4
8478,1,54,0,1;5
8479,1,61,0,1;5
8480,6,77,9,1;4
8481,14,54,0,5;7
8482,9,74,9,10;0
8483,9,61,9,10;0
8484,1,65,0,1;5
8485,6,52,9,1;4
8486,3,69,4,10;5
8487,3,76,4,10;5
8488,12,76,4,1;0
8489,1,50,0,1;5
8490,14,71,0,5;7
8491,6,69,9,1;4
8492,12,59,4,1;0
8493,6,58,9,1;4
8494,3,77,4,10;5
8495,14,52,0,5;7
8496,9,68,9,10;0
8497,1,56,0,1;5
8498,3,68,4,10;5
8499,12,73,4,1;0
8500,3,76,4,10;5
8501,14,65,0,5;7
8502,1,77,0,1;5
8503,14,73,0,5;7
8504,14,76,0,5;7
8505,6,62,9,1;4
8506,3,71,4,10;5
8507,1,65,0,1;5
8508,6,75,9,1;4
8509,3,52,4,10;5
8510,12,63,4,1;0
8511,1,54,0,1;5
8512,1,59,0,1;5
8513,3,78,4,10;5
8514,6,70,9,1;4
8515,6,73,9,1;4
8516,12,56,4,1;0
8517,6,52,9,1;4
8518,14,73,0,5;7
8519,9,50,9,10;0
8520,3,77,4,10;5
8521,14,71,0,5;7
8522,1,78,0,1;5
8523,1,69,0,1;5
8524,9,74,9,10;0
8525,1,72,0,1;5
8526,6,63,9,1;4
8527,9,66,9,10;0
8528,14,72,0,5;7
8529,6,72,9,1;4
8530,6,56,9,1;4
8531,9,72,9,10;0
8532,12,72,4,1;0
8533,1,80,0,1;5
8534,1,65,0,1;5
8535,12,60,4,1;0
8536,9,58,9,10;0
8537,14,68,0,5;7
8538,1,72,0,1;5
8539,6,58,9,1;4
8540,1,64,0,1;5
8541,9,50,9,10;0
8542,6,69,9,1;4
8543,3,75,4,10;5
8544,3,58,4,10;5
8545,1,65,0,1;5
8546,12,51,4,1;0
8547,6,65,9,1;4
8548,14,65,0,5;7
8549,3,63,4,10;5
8550,9,76,9,10;0
8551,12,66,4,1;0
8552,3,52,4,10;5
8553,14,74,0,5;7
8554,6,54,9,1;4
8555,1,66,0,1;5
8556,9,52,9,10;0
8557,14,57,0,5;7
8558,14,78,0,5;7
8559,9,51,9,10;0
8560,6,53,9,1;4
8561,6,76,9,1;4
8562,3,61,4,10;5
8563,1,73,0,1;5
8564,1,51,0,1;5
8565,3,73,4,10;5
8566,6,69,9,1;4
8567,3,79,4,10;5
8568,6,73,9,1;4
8569,3,80,4,10;5
8570,12,71,4,1;0
8571,14,80,0,5;7
8572,3,56,4,10;5
8573,9,51,9,10;0
8574,1,74,0,1;5
8575,9,74,9,10;0
8576,3,76,4,10;5
8577,1,52,0,1;5
8578,3,70,4,10;5
8579,9,71,9,10;0
8580,3,70,4,10;5
8581,6,58,9,1;4
8582,3,80,4,10;5
8583,12,70,4,1;0
8584,14,68,0,5;7
8585,1,56,0,1;5
8586,9,80,9,10;0
8587,3,51,4,10;5
8588,14,50,0,5;7
8589,12,55,4,1;0
8590,3,62,4,10;5
8591,14,60,0,5;7
8592,14,67,0,5;7
8593,6,64,9,1;4
8594,9,50,9,10;0
8595,6,56,9,1;4
8596,1,54,0,1;5
8597,6,76,9,1;4
8598,3,76,4,10;5
8599,9,64,9,10;0
8600,9,79,9,10;0
8601,3,58,4,10;5
8602,12,68,4,1;0
8603,3,79,4,10;5
8604,6,68,9,1;4
8605,9,50,9,10;0
8606,3,77,4,10;5
8607,9,67,9,10;0
8608,6,69,9,1;4
8609,14,75,0,5;7
8610,3,52,4,10;5
8611,1,61,0,1;5
8612,6,59,9,1;4
8613,12,64,4,1;0
8614,12,77,4,1;0
8615,14,74,0,5;7
8616,6,69,9,1;4
8617,3,59,4,10;5
8618,9,50,9,10;0
8619,3,78,4,10;5
8620,6,50,9,1;4
8621,1,80,0,1;5
8622,3,79,4,10;5
8623,14,73,0,5;7
8624,1,67,0,1;5
8625,14,54,0,5;7
8626,12,69,4,1;0
8627,12,53,4,1;0
8628,12,53,4,1;0
8629,12,53,4,1;0
8630,1,77,0,1;5
8631,12,63,4,1;0
8632,14,57,0,5;7
8633,6,73,9,1;4
8634,9,51,9,10;0
8635,12,65,4,1;0
8636,9,59,9,10;0
8637,3,78,4,10;5
8638,14,63,0,5;7
8639,14,52,0,5;7
8640,6,78,9,1;4
8641,3,69,4,10;5
8642,3,76,4,10;5
8643,1,78,0,1;5
8644,14,68,0,5;7
8645,6,76,9,1;4
8646,3,50,4,10;5
8647,9,64,9,10;0
8648,14,73,0,5;7
8649,3,59,4,10;5
8650,14,61,0,5;7
8651,6,61,9,1;4
8652,1,69,0,1;5
8653,12,64,4,1;0
8654,1,72,0,1;5
8655,1,55,0,1;5
8656,12,71,4,1;0
8657,9,78,9,10;0
8658,6,70,9,1;4
8659,6,66,9,1;4
8660,3,57,4,10;5
8661,3,59,4,10;5
8662,9,59,9,10;0
8663,3,69,4,10;5
8664,12,74,4,1;0
8665,1,60,0,1;5
8666,3,59,4,10;5
8667,9,58,9,10;0
8668,14,53,0,5;7
8669,9,69,9,10;0
8670,6,74,9,1;4
8671,14,80,0,5;7
8672,1,63,0,1;5
8673,1,75,0,1;5
8674,6,61,9,1;4
8675,12,57,4,1;0
8676,6,57,9,1;4
8677,9,64,9,10;0
8678,1,56,0,1;5
8679,14,71,0,5;7
8680,12,74,4,1;0
8681,14,69,0,5;7
8682,3,74,4,10;5
8683,1,74,0,1;5
8684,14,59,0,5;7
8685,14,59,0,5;7
8686,1,54,0,1;5
8687,14,74,0,5;7
8688,3,65,4,10;5
8689,1,70,0,1;5
8690,3,59,4,10;5
8691,3,69,4,10;5
8692,1,72,0,1;5
8693,14,77,0,5;7
8694,9,72,9,10;0
8695,12,63,4,1;0
8696,12,52,4,1;0
8697,1,74,0,1;5
8698,12,63,4,1;0
8699,14,77,0,5;7
8700,3,59,4,10;5
8701,6,78,9,1;4
8702,1,65,0,1;5
8703,3,51,4,10;5
8704,3,57,4,10;5
8705,1,66,0,1;5
8706,1,52,0,1;5
8707,6,74,9,1;4
8708,14,58,0,5;7
8709,9,65,9,10;0
8710,6,50,9,1;4
8711,12,52,4,1;0
8712,6,61,9,1;4
8713,9,57,9,10;0
8714,9,54,9,10;0
8715,14,64,0,5;7
8716,1,55,0,1;5
8717,1,70,0,1;5
8718,12,71,4,1;0
8719,3,77,4,10;5
8720,6,75,9,1;4
8721,6,72,9,1;4
8722,1,73,0,1;5
8723,1,70,0,1;5
8724,6,60,9,1;4
8725,3,71,4,10;5
8726,3,74,4,10;5
8727,12,77,4,1;0
8728,14,67,0,5;7
8729,1,59,0,1;5
8730,1,72,0,1;5
8731,9,74,9,10;0
8732,3,61,4,10;5
8733,6,64,9,1;4
8734,14,50,0,5;7
8735,1,74,0,1;5
8736,12,58,4,1;0
8737,14,52,0,5;7
8738,9,76,9,10;0
8739,14,57,0,5;7
8740,9,52,9,10;0
8741,14,55,0,5;7
8742,14,53,0,5;7
8743,6,54,9,1;4
8744,3,54,4,10;5
8745,14,70,0,5;7
8746,1,67,0,1;5
8747,9,60,9,10;0
8748,6,76,9,1;4
8749,3,52,4,10;5
8750,12,57,4,1;0
8751,12,59,4,1;0
8752,1,52,0,1;5
8753,1,52,0,1;5
8754,12,79,4,1;0
8755,3,52,4,10;5
8756,12,77,4,1;0
8757,3,79,4,10;5
8758,6,71,9,1;4
8759,1,60,0,1;5
8760,12,70,4,1;0
8761,1,52,0,1;5
8762,12,51,4,1;0
8763,9,71,9,10;0
8764,9,69,9,10;0
8765,12,71,4,1;0
8766,6,53,9,1;4
8767,12,52,4,1;0
8768,14,59,0,5;7
8769,3,63,4,10;5
8770,6,62,9,1;4
8771,14,68,0,5;7
8772,1,56,0,1;5
8773,1,60,0,1;5
8774,3,65,4,10;5
8775,14,51,0,5;7
8776,3,80,4,10;5
8777,12,57,4,1;0
8778,1,80,0,1;5
8779,1,76,0,1;5
8780,1,63,0,1;5
8781,3,52,4,10;5
8782,14,75,0,5;7
8783,3,78,4,10;5
8784,14,73,0,5;7
8785,9,76,9,10;0
8786,14,59,0,5;7
8787,14,56,0,5;7
8788,1,58,0,1;5
8789,3,75,4,10;5
8790,9,51,9,10;0
8791,9,75,9,10;0
8792,9,70,9,10;0
8793,12,56,4,1;0
8794,6,66,9,1;4
8795,9,76,9,10;0
8796,12,67,4,1;0
8797,6,78,9,1;4
8798,14,61,0,5;7
8799,9,78,9,10;0
8800,9,70,9,10;0
8801,14,68,0,5;7
8802,12,80,4,1;0
8803,9,78,9,10;0
8804,14,72,0,5;7
8805,9,76,9,10;0
8806,6,68,9,1;4
8807,6,72,9,1;4
8808,3,76,4,10;5
8809,6,51,9,1;4
8810,3,55,4,10;5
8811,1,62,0,1;5
8812,1,74,0,1;5
8813,6,69,9,1;4
8814,3,77,4,10;5
8815,3,56,4,10;5
8816,14,78,0,5;7
8817,14,52,0,5;7
8818,6,69,9,1;4
8819,14,73,0,5;7
8820,3,69,4,10;5
8821,3,72,4,10;5
8822,14,51,0,5;7
8823,3,61,4,10;5
8824,3,72,4,10;5
8825,1,53,0,1;5
8826,3,77,4,10;5
8827,1,72,0,1;5
8828,12,58,4,1;0
8829,14,60,0,5;7
8830,1,62,0,1;5
8831,6,69,9,1;4
8832,6,61,9,1;4
8833,6,58,9,1;4
8834,9,62,9,10;0
8835,6,55,9,1;4
8836,14,77,0,5;7
8837,14,65,0,5;7
8838,1,55,0,1;5
8839,1,72,0,1;5
8840,9,63,9,10;0
8841,14,73,0,5;7
8842,12,51,4,1;0
8843,9,61,9,10;0
8844,6,79,9,1;4
8845,3,56,4,10;5
8846,14,70,0,5;7
8847,12,50,4,1;0
8848,6,51,9,1;4
8849,1,53,0,1;5
8850,6,59,9,1;4
8851,12,80,4,1;0
8852,14,75,0,5;7
8853,9,57,9,10;0
8854,9,65,9,10;0
8855,1,63,0,1;5
8856,12,51,4,1;0
8857,12,67,4,1;0
8858,9,55,9,10;0
8859,9,63,9,10;0
8860,12,71,4,1;0
8861,12,74,4,1;0
8862,3,77,4,10;5
8863,12,71,4,1;0
8864,12,78,4,1;0
8865,3,73,4,10;5
8866,3,53,4,10;5
8867,12,60,4,1;0
8868,14,59,0,5;7
8869,9,69,9,10;0
8870,3,50,4,10;5
8871,9,57,9,10;0
8872,1,59,0,1;5
8873,9,74,9,10;0
8874,6,72,9,1;4
8875,12,60,4,1;0
8876,6,72,9,1;4
8877,9,71,9,10;0
8878,12,63,4,1;0
8879,12,66,4,1;0
8880,1,64,0,1;5
8881,1,52,0,1;5
8882,12,76,4,1;0
8883,9,80,9,10;0
8884,1,73,0,1;5
8885,6,59,9,1;4
8886,12,77,4,1;0
8887,12,70,4,1;0
8888,1,65,0,1;5
8889,9,59,9,10;0
8890,1,60,0,1;5
8891,6,64,9,1;4
8892,3,51,4,10;5
8893,14,60,0,5;7
8894,6,64,9,1;4
8895,1,69,0,1;5
8896,3,51,4,10;5
8897,14,51,0,5;7
8898,3,65,4,10;5
8899,14,51,0,5;7
8900,3,57,4,10;5
8901,3,53,4,10;5
8902,6,60,9,1;4
8903,1,75,0,1;5
8904,9,77,9,10;0
8905,14,60,0,5;7
8906,9,63,9,10;0
8907,6,69,9,1;4
8908,6,59,9,1;4
8909,3,69,4,10;5
8910,6,70,9,1;4
8911,6,52,9,1;4
8912,9,76,9,10;0
8913,1,53,0,1;5
8914,6,61,9,1;4
8915,1,62,0,1;5
8916,3,62,4,10;5
8917,1,79,0,1;5
8918,6,70,9,1;4
8919,6,74,9,1;4
8920,14,71,0,5;7
8921,12,72,4,1;0
8922,6,66,9,1;4
8923,14,61,0,5;7
8924,9,64,9,10;0
8925,6,63,9,1;4
8926,14,62,0,5;7
8927,3,55,4,10;5
8928,9,65,9,10;0
8929,12,52,4,1;0
8930,9,60,9,10;0
8931,9,50,9,10;0
8932,9,66,9,10;0
8933,6,50,9,1;4
8934,12,79,4,1;0
8935,9,73,9,10;0
8936,9,63,9,10;0
8937,3,57,4,10;5
8938,6,55,9,1;4
8939,1,52,0,1;5
8940,12,77,4,1;0
8941,9,73,9,10;0
8942,9,77,9,10;0
8943,1,65,0,1;5
8944,14,56,0,5;7
8945,1,51,0,1;5
8946,6,74,9,1;4
8947,9,66,9,10;0
8948,9,80,9,10;0
8949,1,80,0,1;5
8950,1,51,0,1;5
8951,14,74,0,5;7
8952,14,54,0,5;7
8953,9,67,9,10;0
8954,6,68,9,1;4
8955,6,62,9,1;4
8956,6,71,9,1;4
8957,9,80,9,10;0
8958,1,74,0,1;5
8959,12,56,4,1;0
8960,6,64,9,1;4
8961,12,73,4,1;0
8962,3,75,4,10;5
8963,9,65,9,10;0
8964,1,79,0,1;5
8965,9,51,9,10;0
8966,9,55,9,10;0
8967,12,70,4,1;0
8968,9,77,9,10;0
8969,9,63,9,10;0
8970,12,60,4,1;0
8971,14,76,0,5;7
8972,6,65,9,1;4
8973,12,65,4,1;0
8974,14,63,0,5;7
8975,1,58,0,1;5
8976,6,74,9,1;4
8977,6,51,9,1;4
8978,6,69,9,1;4
8979,1,74,0,1;5
8980,12,76,4,1;0
8981,3,61,4,10;5
8982,1,66,0,1;5
8983,14,80,0,5;7
8984,3,66,4,10;5
8985,14,53,0,5;7
8986,1,68,0,1;5
8987,1,76,0,1;5
8988,14,63,0,5;7
8989,12,69,4,1;0
8990,12,75,4,1;0
8991,14,62,0,5;7
8992,1,57,0,1;5
8993,1,59,0,1;5
8994,9,60,9,10;0
8995,9,66,9,10;0
8996,9,66,9,10;0
8997,1,75,0,1;5
8998,14,80,0,5;7
8999,6,72,9,1;4
9000,1,54,0,1;5
9001,12,57,4,1;0
9002,3,75,4,10;5
9003,12,55,4,1;0
9004,14,74,0,5;7
9005,9,52,9,10;0
9006,3,65,4,10;5
9007,3,51,4,10;5
9008,6,65,9,1;4
9009,9,54,9,10;0
9010,1,72,0,1;5
9011,12,55,4,1;0
9012,12,51,4,1;0
9013,6,56,9,1;4
9014,14,76,0,5;7
9015,6,79,9,1;4
9016,6,53,9,1;4
9017,9,74,9,10;0
9018,6,76,9,1;4
9019,9,53,9,10;0
9020,6,52,9,1;4
9021,6,71,9,1;4
9022,6,71,9,1;4
9023,12,63,4,1;0
9024,3,51,4,10;5
9025,14,65,0,5;7
9026,6,65,9,1;4
9027,12,66,4,1;0
9028,6,51,9,1;4
9029,1,55,0,1;5
9030,9,77,9,10;0
9031,9,51,9,10;0
9032,9,53,9,10;0
9033,6,68,9,1;4
9034,12,59,4,1;0
9035,12,63,4,1;0
9036,3,56,4,10;5
9037,3,59,4,10;5
9038,12,50,4,1;0
9039,3,59,4,10;5
9040,3,61,4,10;5
9041,14,51,0,5;7
9042,6,71,9,1;4
9043,3,66,4,10;5
9044,14,71,0,5;7
9045,9,53,9,10;0
9046,12,80,4,1;0
9047,14,66,0,5;7
9048,9,67,9,10;0
9049,6,79,9,1;4
9050,12,68,4,1;0
9051,12,51,4,1;0
9052,1,61,0,1;5
9053,14,70,0,5;7
9054,1,63,0,1;5
9055,14,74,0,5;7
9056,12,63,4,1;0
9057,3,66,4,10;5
9058,6,69,9,1;4
9059,1,55,0,1;5
9060,14,66,0,5;7
9061,9,72,9,10;0
9062,9,70,9,10;0
9063,14,65,0,5;7
9064,3,77,4,10;5
9065,12,77,4,1;0
9066,9,71,9,10;0
9067,14,62,0,5;7
9068,12,78,4,1;0
9069,6,52,9,1;4
9070,9,62,9,10;0
9071,1,73,0,1;5
9072,1,50,0,1;5
9073,9,59,9,10;0
9074,9,52,9,10;0
9075,6,58,9,1;4
9076,6,73,9,1;4
9077,14,70,0,5;7
9078,9,69,9,10;0
9079,14,51,0,5;7
9080,14,78,0,5;7
9081,12,60,4,1;0
9082,3,63,4,10;5
9083,12,52,4,1;0
9084,14,80,0,5;7
9085,1,53,0,1;5
9086,1,59,0,1;5
9087,3,78,4,10;5
9088,6,51,9,1;4
9089,9,77,9,10;0
9090,1,75,0,1;5
9091,3,72,4,10;5
9092,1,78,0,1;5
9093,9,76,9,10;0
9094,12,60,4,1;0
9095,12,62,4,1;0
9096,3,59,4,10;5
9097,9,53,9,10;0
9098,9,78,9,10;0
9099,14,73,0,5;7
9100,6,68,9,1;4
9101,3,62,4,10;5
9102,9,78,9,10;0
9103,12,56,4,1;0
9104,12,64,4,1;0
9105,12,61,4,1;0
9106,1,56,0,1;5
9107,1,70,0,1;5
9108,6,52,9,1;4
9109,9,79,9,10;0
9110,6,55,9,1;4
9111,12,55,4,1;0
9112,9,73,9,10;0
9113,1,74,0,1;5
9114,3,56,4,10;5
9115,6,61,9,1;4
9116,9,63,9,10;0
9117,6,73,9,1;4
9118,1,57,0,1;5
9119,1,77,0,1;5
9120,14,66,0,5;7
9121,3,66,4,10;5
9122,3,53,4,10;5
9123,3,75,4,10;5
9124,14,76,0,5;7
9125,1,75,0,1;5
9126,1,79,0,1;5
9127,14,65,0,5;7
9128,1,65,0,1;5
9129,6,56,9,1;4
9130,3,58,4,10;5
9131,6,58,9,1;4
9132,12,69,4,1;0
9133,9,68,9,10;0
9134,1,59,0,1;5
9135,12,55,4,1;0
9136,12,68,4,1;0
9137,3,74,4,10;5
9138,12,62,4,1;0
9139,12,65,4,1;0
9140,3,57,4,10;5
9141,3,59,4,10;5
9142,6,56,9,1;4
9143,14,78,0,5;7
9144,3,52,4,10;5
9145,14,51,0,5;7
9146,12,70,4,1;0
9147,1,70,0,1;5
9148,6,52,9,1;4
9149,1,69,0,1;5
9150,3,62,4,10;5
9151,14,53,0,5;7
9152,9,70,9,10;0
9153,9,59,9,10;0
9154,1,61,0,1;5
9155,14,51,0,5;7
9156,3,80,4,10;5
9157,12,64,4,1;0
9158,1,64,0,1;5
9159,14,52,0,5;7
9160,1,54,0,1;5
9161,3,70,4,10;5
9162,14,80,0,5;7
9163,14,57,0,5;7
9164,9,61,9,10;0
9165,6,75,9,1;4
9166,1,70,0,1;5
9167,14,75,0,5;7
9168,1,77,0,1;5
9169,12,66,4,1;0
9170,3,54,4,10;5
9171,6,55,9,1;4
9172,3,55,4,10;5
9173,12,56,4,1;0
9174,1,78,0,1;5
9175,14,61,0,5;7
9176,12,70,4,1;0
9177,9,57,9,10;0
9178,1,57,0,1;5
9179,6,56,9,1;4
9180,9,66,9,10;0
9181,9,64,9,10;0
9182,3,67,4,10;5
9183,14,70,0,5;7
9184,14,63,0,5;7
9185,14,70,0,5;7
9186,9,57,9,10;0
9187,14,60,0,5;7
9188,1,73,0,1;5
9189,3,55,4,10;5
9190,14,61,0,5;7
9191,3,69,4,10;5
9192,12,80,4,1;0
9193,6,76,9,1;4
9194,12,60,4,1;0
9195,12,75,4,1;0
9196,1,67,0,1;5
9197,14,65,0,5;7
9198,3,53,4,10;5
9199,12,61,4,1;0
9200,14,68,0,5;7
9201,9,67,9,10;0
9202,9,74,9,10;0
9203,12,71,4,1;0
9204,12,50,4,1;0
9205,14,54,0,5;7
9206,14,72,0,5;7
9207,6,77,9,1;4
9208,1,51,0,1;5
9209,6,69,9,1;4
9210,1,76,0,1;5
9211,14,80,0,5;7
9212,6,59,9,1;4
9213,6,57,9,1;4
9214,14,61,0,5;7
9215,9,67,9,10;0
9216,6,78,9,1;4
9217,3,71,4,10;5
9218,12,51,4,1;0
9219,14,62,0,5;7
9220,1,67,0,1;5
9221,9,57,9,10;0
9222,1,52,0,1;5
9223,12,75,4,1;0
9224,14,70,0,5;7
9225,6,79,9,1;4
9226,6,51,9,1;4
9227,9,75,9,10;0
9228,3,54,4,10;5
9229,1,75,0,1;5
9230,1,76,0,1;5
9231,12,54,4,1;0
9232,1,57,0,1;5
9233,12,51,4,1;0
9234,12,69,4,1;0
9235,6,58,9,1;4
9236,6,64,9,1;4
9237,14,56,0,5;7
9238,9,64,9,10;0
9239,9,79,9,10;0
9240,14,72,0,5;7
9241,3,62,4,10;5
9242,12,74,4,1;0
9243,6,51,9,1;4
9244,9,75,9,10;0
9245,3,51,4,10;5
9246,9,76,9,10;0
9247,9,60,9,10;0
9248,6,78,9,1;4
9249,1,74,0,1;5
9250,9,52,9,10;0
9251,3,62,4,10;5
9252,6,64,9,1;4
9253,12,78,4,1;0
9254,3,77,4,10;5
9255,14,73,0,5;7
9256,3,78,4,10;5
9257,12,67,4,1;0
9258,6,72,9,1;4
9259,9,77,9,10;0
9260,14,79,0,5;7
9261,9,69,9,10;0
9262,14,58,0,5;7
9263,12,69,4,1;0
9264,3,63,4,10;5
9265,9,57,9,10;0
9266,12,78,4,1;0
9267,3,70,4,10;5
9268,14,55,0,5;7
9269,3,64,4,10;5
9270,12,53,4,1;0
9271,14,66,0,5;7
9272,14,77,0,5;7
9273,9,50,9,10;0
9274,6,78,9,1;4
9275,12,78,4,1;0
9276,1,78,0,1;5
9277,12,69,4,1;0
9278,12,66,4,1;0
9279,14,67,0,5;7
9280,14,58,0,5;7
9281,9,68,9,10;0
9282,1,71,0,1;5
9283,14,58,0,5;7
9284,6,50,9,1;4
9285,14,77,0,5;7
9286,6,63,9,1;4
9287,14,52,0,5;7
9288,1,75,0,1;5
9289,6,69,9,1;4
9290,1,50,0,1;5
9291,12,60,4,1;0
9292,3,56,4,10;5
9293,12,78,4,1;0
9294,14,73,0,5;7
9295,14,79,0,5;7
9296,6,70,9,1;4
9297,14,71,0,5;7
9298,12,63,4,1;0
9299,12,70,4,1;0
9300,6,53,9,1;4
9301,12,77,4,1;0
9302,9,63,9,10;0
9303,14,80,0,5;7
9304,9,61,9,10;0
9305,3,74,4,10;5
9306,1,64,0,1;5
9307,12,64,4,1;0
9308,12,64,4,1;0
9309,9,59,9,10;0
9310,3,51,4,10;5
9311,1,58,0,1;5
9312,14,74,0,5;7
9313,14,77,0,5;7
9314,9,65,9,10;0
9315,9,68,9,10;0
9316,6,70,9,1;4
9317,14,78,0,5;7
9318,12,57,4,1;0
9319,12,54,4,1;0
9320,12,63,4,1;0
9321,1,57,0,1;5
9322,12,57,4,1;0
9323,14,65,0,5;7
9324,9,72,9,10;0
9325,12,58,4,1;0
9326,6,71,9,1;4
9327,12,69,4,1;0
9328,9,64,9,10;0
9329,9,63,9,10;0
9330,9,66,9,10;0
9331,14,66,0,5;7
9332,6,68,9,1;4
9333,1,73,0,1;5
9334,9,61,9,10;0
9335,6,77,9,1;4
9336,14,51,0,5;7
9337,1,77,0,1;5
9338,1,72,0,1;5
9339,14,57,0,5;7
9340,1,70,0,1;5
9341,14,72,0,5;7
9342,12,61,4,1;0
9343,9,54,9,10;0
9344,1,63,0,1;5
9345,14,61,0,5;7
9346,6,68,9,1;4
9347,12,79,4,1;0
9348,9,57,9,10;0
9349,9,60,9,10;0
9350,12,79,4,1;0
9351,12,76,4,1;0
9352,1,60,0,1;5
9353,14,64,0,5;7
9354,12,72,4,1;0
9355,3,58,4,10;5
9356,9,65,9,10;0
9357,9,58,9,10;0
9358,3,76,4,10;5
9359,9,73,9,10;0
9360,14,66,0,5;7
9361,12,62,4,1;0
9362,3,51,4,10;5
9363,3,52,4,10;5
9364,1,67,0,1;5
9365,12,67,4,1;0
9366,9,79,9,10;0
9367,14,67,0,5;7
9368,9,53,9,10;0
9369,14,64,0,5;7
9370,1,50,0,1;5
9371,9,57,9,10;0
9372,14,71,0,5;7
9373,14,58,0,5;7
9374,6,73,9,1;4
9375,1,53,0,1;5
9376,3,69,4,10;5
9377,12,70,4,1;0
9378,6,64,9,1;4
9379,9,63,9,10;0
9380,9,57,9,10;0
9381,12,69,4,1;0
9382,12,51,4,1;0
9383,6,52,9,1;4
9384,3,52,4,10;5
9385,9,73,9,10;0
9386,3,55,4,10;5
9387,6,59,9,1;4
9388,1,69,0,1;5
9389,12,70,4,1;0
9390,12,61,4,1;0
9391,3,70,4,10;5
9392,1,59,0,1;5
9393,12,60,4,1;0
9394,3,67,4,10;5
9395,6,76,9,1;4
9396,3,66,4,10;5
9397,14,56,0,5;7
9398,12,78,4,1;0
9399,12,72,4,1;0
9400,9,74,9,10;0
9401,9,51,9,10;0
9402,14,67,0,5;7
9403,6,77,9,1;4
9404,12,52,4,1;0
9405,14,52,0,5;7
9406,14,79,0,5;7
9407,1,80,0,1;5
9408,14,53,0,5;7
9409,9,61,9,10;0
9410,1,63,0,1;5
9411,1,61,0,1;5
9412,14,68,0,5;7
9413,14,53,0,5;7
9414,3,75,4,10;5
9415,6,61,9,1;4
9416,9,62,9,10;0
9417,1,73,0,1;5
9418,3,65,4,10;5
9419,9,65,9,10;0
9420,3,53,4,10;5
9421,3,64,4,10;5
9422,1,65,0,1;5
9423,14,74,0,5;7
9424,1,69,0,1;5
9425,14,60,0,5;7
9426,9,59,9,10;0
9427,6,62,9,1;4
9428,9,55,9,10;0
9429,14,73,0,5;7
9430,3,68,4,10;5
9431,12,50,4,1;0
9432,12,80,4,1;0
9433,1,69,0,1;5
9434,1,66,0,1;5
9435,14,67,0,5;7
9436,6,78,9,1;4
9437,3,62,4,10;5
9438,9,75,9,10;0
9439,1,70,0,1;5
9440,14,52,0,5;7
9441,14,80,0,5;7
9442,9,61,9,10;0
9443,3,79,4,10;5
9444,6,54,9,1;4
9445,14,61,0,5;7
9446,3,77,4,10;5
9447,9,65,9,10;0
9448,9,59,9,10;0
9449,1,67,0,1;5
9450,9,74,9,10;0
9451,1,71,0,1;5
9452,9,68,9,10;0
9453,6,65,9,1;4
9454,1,51,0,1;5
9455,14,64,0,5;7
9456,6,58,9,1;4
9457,3,51,4,10;5
9458,1,57,0,1;5
9459,14,50,0,5;7
9460,6,63,9,1;4
9461,14,59,0,5;7
9462,14,75,0,5;7
9463,3,62,4,10;5
9464,12,58,4,1;0
9465,12,53,4,1;0
9466,14,71,0,5;7
9467,9,78,9,10;0
9468,6,79,9,1;4
9469,6,65,9,1;4
9470,12,56,4,1;0
9471,14,58,0,5;7
9472,1,51,0,1;5
9473,1,72,0,1;5
9474,3,77,4,10;5
9475,9,54,9,10;0
9476,12,75,4,1;0
9477,9,78,9,10;0
9478,1,72,0,1;5
9479,9,79,9,10;0
9480,14,77,0,5;7
9481,12,54,4,1;0
9482,3,58,4,10;5
9483,14,80,0,5;7
9484,3,77,4,10;5
9485,12,73,4,1;0
9486,12,71,4,1;0
9487,14,72,0,5;7
9488,14,54,0,5;7
9489,9,55,9,10;0
9490,14,59,0,5;7
9491,1,53,0,1;5
9492,12,75,4,1;0
9493,1,61,0,1;5
